run_id,model_id,diagnostic,domain,arch,scale,distribution,seed,held_out,result,status,notes
maps_lstm_medium_random_walks_s1_D4,maps_lstm_medium_random_walks_s1,D4,maps,lstm,medium,random_walks,1,no,results/D4_probing/maps_lstm_medium_random_walks_s1.json,planned,
maps_lstm_medium_random_walks_s2_D1,maps_lstm_medium_random_walks_s2,D1,maps,lstm,medium,random_walks,2,no,results/D1_next_token/maps_lstm_medium_random_walks_s2.json,planned,
maps_lstm_medium_random_walks_s2_D2,maps_lstm_medium_random_walks_s2,D2,maps,lstm,medium,random_walks,2,no,results/D2_state_equiv/maps_lstm_medium_random_walks_s2.json,planned,
maps_lstm_medium_random_walks_s2_D3,maps_lstm_medium_random_walks_s2,D3,maps,lstm,medium,random_walks,2,no,results/D3_inductive_bias/maps_lstm_medium_random_walks_s2.json,planned,
maps_lstm_medium_random_walks_s2_D4,maps_lstm_medium_random_walks_s2,D4,maps,lstm,medium,random_walks,2,no,results/D4_probing/maps_lstm_medium_random_walks_s2.json,planned,
maps_lstm_large_shortest_paths_s0_D1,maps_lstm_large_shortest_paths_s0,D1,maps,lstm,large,shortest_paths,0,no,results/D1_next_token/maps_lstm_large_shortest_paths_s0.json,planned,
maps_lstm_large_shortest_paths_s0_D2,maps_lstm_large_shortest_paths_s0,D2,maps,lstm,large,shortest_paths,0,no,results/D2_state_equiv/maps_lstm_large_shortest_paths_s0.json,planned,
maps_lstm_large_shortest_paths_s0_D3,maps_lstm_large_shortest_paths_s0,D3,maps,lstm,large,shortest_paths,0,no,results/D3_inductive_bias/maps_lstm_large_shortest_paths_s0.json,planned,
maps_lstm_large_shortest_paths_s0_D4,maps_lstm_large_shortest_paths_s0,D4,maps,lstm,large,shortest_paths,0,no,results/D4_probing/maps_lstm_large_shortest_paths_s0.json,planned,
maps_lstm_large_shortest_paths_s1_D1,maps_lstm_large_shortest_paths_s1,D1,maps,lstm,large,shortest_paths,1,no,results/D1_next_token/maps_lstm_large_shortest_paths_s1.json,planned,
maps_lstm_large_shortest_paths_s1_D2,maps_lstm_large_shortest_paths_s1,D2,maps,lstm,large,shortest_paths,1,no,results/D2_state_equiv/maps_lstm_large_shortest_paths_s1.json,planned,
maps_lstm_large_shortest_paths_s1_D3,maps_lstm_large_shortest_paths_s1,D3,maps,lstm,large,shortest_paths,1,no,results/D3_inductive_bias/maps_lstm_large_shortest_paths_s1.json,planned,
maps_lstm_large_shortest_paths_s1_D4,maps_lstm_large_shortest_paths_s1,D4,maps,lstm,large,shortest_paths,1,no,results/D4_probing/maps_lstm_large_shortest_paths_s1.json,planned,
maps_lstm_large_shortest_paths_s2_D1,maps_lstm_large_shortest_paths_s2,D1,maps,lstm,large,shortest_paths,2,no,results/D1_next_token/maps_lstm_large_shortest_paths_s2.json,planned,
maps_lstm_large_shortest_paths_s2_D2,maps_lstm_large_shortest_paths_s2,D2,maps,lstm,large,shortest_paths,2,no,results/D2_state_equiv/maps_lstm_large_shortest_paths_s2.json,planned,
maps_lstm_large_shortest_paths_s2_D3,maps_lstm_large_shortest_paths_s2,D3,maps,lstm,large,shortest_paths,2,no,results/D3_inductive_bias/maps_lstm_large_shortest_paths_s2.json,planned,
maps_lstm_large_shortest_paths_s2_D4,maps_lstm_large_shortest_paths_s2,D4,maps,lstm,large,shortest_paths,2,no,results/D4_probing/maps_lstm_large_shortest_paths_s2.json,planned,
maps_lstm_large_noisy_shortest_paths_s0_D1,maps_lstm_large_noisy_shortest_paths_s0,D1,maps,lstm,large,noisy_shortest_paths,0,no,results/D1_next_token/maps_lstm_large_noisy_shortest_paths_s0.json,planned,
maps_lstm_large_noisy_shortest_paths_s0_D2,maps_lstm_large_noisy_shortest_paths_s0,D2,maps,lstm,large,noisy_shortest_paths,0,no,results/D2_state_equiv/maps_lstm_large_noisy_shortest_paths_s0.json,planned,
maps_lstm_large_noisy_shortest_paths_s0_D3,maps_lstm_large_noisy_shortest_paths_s0,D3,maps,lstm,large,noisy_shortest_paths,0,no,results/D3_inductive_bias/maps_lstm_large_noisy_shortest_paths_s0.json,planned,
maps_lstm_large_noisy_shortest_paths_s0_D4,maps_lstm_large_noisy_shortest_paths_s0,D4,maps,lstm,large,noisy_shortest_paths,0,no,results/D4_probing/maps_lstm_large_noisy_shortest_paths_s0.json,planned,
maps_lstm_large_noisy_shortest_paths_s1_D1,maps_lstm_large_noisy_shortest_paths_s1,D1,maps,lstm,large,noisy_shortest_paths,1,no,results/D1_next_token/maps_lstm_large_noisy_shortest_paths_s1.json,planned,
maps_lstm_large_noisy_shortest_paths_s1_D2,maps_lstm_large_noisy_shortest_paths_s1,D2,maps,lstm,large,noisy_shortest_paths,1,no,results/D2_state_equiv/maps_lstm_large_noisy_shortest_paths_s1.json,planned,
maps_lstm_large_noisy_shortest_paths_s1_D3,maps_lstm_large_noisy_shortest_paths_s1,D3,maps,lstm,large,noisy_shortest_paths,1,no,results/D3_inductive_bias/maps_lstm_large_noisy_shortest_paths_s1.json,planned,
maps_lstm_large_noisy_shortest_paths_s1_D4,maps_lstm_large_noisy_shortest_paths_s1,D4,maps,lstm,large,noisy_shortest_paths,1,no,results/D4_probing/maps_lstm_large_noisy_shortest_paths_s1.json,planned,
maps_lstm_large_noisy_shortest_paths_s2_D1,maps_lstm_large_noisy_shortest_paths_s2,D1,maps,lstm,large,noisy_shortest_paths,2,no,results/D1_next_token/maps_lstm_large_noisy_shortest_paths_s2.json,planned,
maps_lstm_large_noisy_shortest_paths_s2_D2,maps_lstm_large_noisy_shortest_paths_s2,D2,maps,lstm,large,noisy_shortest_paths,2,no,results/D2_state_equiv/maps_lstm_large_noisy_shortest_paths_s2.json,planned,
maps_lstm_large_noisy_shortest_paths_s2_D3,maps_lstm_large_noisy_shortest_paths_s2,D3,maps,lstm,large,noisy_shortest_paths,2,no,results/D3_inductive_bias/maps_lstm_large_noisy_shortest_paths_s2.json,planned,
maps_lstm_large_noisy_shortest_paths_s2_D4,maps_lstm_large_noisy_shortest_paths_s2,D4,maps,lstm,large,noisy_shortest_paths,2,no,results/D4_probing/maps_lstm_large_noisy_shortest_paths_s2.json,planned,
maps_lstm_large_random_walks_s0_D1,maps_lstm_large_random_walks_s0,D1,maps,lstm,large,random_walks,0,no,results/D1_next_token/maps_lstm_large_random_walks_s0.json,planned,
maps_lstm_large_random_walks_s0_D2,maps_lstm_large_random_walks_s0,D2,maps,lstm,large,random_walks,0,no,results/D2_state_equiv/maps_lstm_large_random_walks_s0.json,planned,
maps_lstm_large_random_walks_s0_D3,maps_lstm_large_random_walks_s0,D3,maps,lstm,large,random_walks,0,no,results/D3_inductive_bias/maps_lstm_large_random_walks_s0.json,planned,
maps_lstm_large_random_walks_s0_D4,maps_lstm_large_random_walks_s0,D4,maps,lstm,large,random_walks,0,no,results/D4_probing/maps_lstm_large_random_walks_s0.json,planned,
maps_lstm_large_random_walks_s1_D1,maps_lstm_large_random_walks_s1,D1,maps,lstm,large,random_walks,1,no,results/D1_next_token/maps_lstm_large_random_walks_s1.json,planned,
maps_lstm_large_random_walks_s1_D2,maps_lstm_large_random_walks_s1,D2,maps,lstm,large,random_walks,1,no,results/D2_state_equiv/maps_lstm_large_random_walks_s1.json,planned,
maps_lstm_large_random_walks_s1_D3,maps_lstm_large_random_walks_s1,D3,maps,lstm,large,random_walks,1,no,results/D3_inductive_bias/maps_lstm_large_random_walks_s1.json,planned,
maps_lstm_large_random_walks_s1_D4,maps_lstm_large_random_walks_s1,D4,maps,lstm,large,random_walks,1,no,results/D4_probing/maps_lstm_large_random_walks_s1.json,planned,
maps_lstm_large_random_walks_s2_D1,maps_lstm_large_random_walks_s2,D1,maps,lstm,large,random_walks,2,no,results/D1_next_token/maps_lstm_large_random_walks_s2.json,planned,
maps_lstm_large_random_walks_s2_D2,maps_lstm_large_random_walks_s2,D2,maps,lstm,large,random_walks,2,no,results/D2_state_equiv/maps_lstm_large_random_walks_s2.json,planned,
maps_lstm_large_random_walks_s2_D3,maps_lstm_large_random_walks_s2,D3,maps,lstm,large,random_walks,2,no,results/D3_inductive_bias/maps_lstm_large_random_walks_s2.json,planned,
maps_lstm_large_random_walks_s2_D4,maps_lstm_large_random_walks_s2,D4,maps,lstm,large,random_walks,2,no,results/D4_probing/maps_lstm_large_random_walks_s2.json,planned,
maps_mamba_small_shortest_paths_s0_D1,maps_mamba_small_shortest_paths_s0,D1,maps,mamba,small,shortest_paths,0,yes,results/D1_next_token/maps_mamba_small_shortest_paths_s0.json,planned,
maps_mamba_small_shortest_paths_s0_D2,maps_mamba_small_shortest_paths_s0,D2,maps,mamba,small,shortest_paths,0,yes,results/D2_state_equiv/maps_mamba_small_shortest_paths_s0.json,planned,
maps_mamba_small_shortest_paths_s0_D3,maps_mamba_small_shortest_paths_s0,D3,maps,mamba,small,shortest_paths,0,yes,results/D3_inductive_bias/maps_mamba_small_shortest_paths_s0.json,planned,
maps_mamba_small_shortest_paths_s0_D4,maps_mamba_small_shortest_paths_s0,D4,maps,mamba,small,shortest_paths,0,yes,results/D4_probing/maps_mamba_small_shortest_paths_s0.json,planned,
maps_mamba_small_shortest_paths_s1_D1,maps_mamba_small_shortest_paths_s1,D1,maps,mamba,small,shortest_paths,1,yes,results/D1_next_token/maps_mamba_small_shortest_paths_s1.json,planned,
maps_mamba_small_shortest_paths_s1_D2,maps_mamba_small_shortest_paths_s1,D2,maps,mamba,small,shortest_paths,1,yes,results/D2_state_equiv/maps_mamba_small_shortest_paths_s1.json,planned,
maps_mamba_small_shortest_paths_s1_D3,maps_mamba_small_shortest_paths_s1,D3,maps,mamba,small,shortest_paths,1,yes,results/D3_inductive_bias/maps_mamba_small_shortest_paths_s1.json,planned,
maps_mamba_small_shortest_paths_s1_D4,maps_mamba_small_shortest_paths_s1,D4,maps,mamba,small,shortest_paths,1,yes,results/D4_probing/maps_mamba_small_shortest_paths_s1.json,planned,
maps_mamba_small_shortest_paths_s2_D1,maps_mamba_small_shortest_paths_s2,D1,maps,mamba,small,shortest_paths,2,yes,results/D1_next_token/maps_mamba_small_shortest_paths_s2.json,planned,
maps_mamba_small_shortest_paths_s2_D2,maps_mamba_small_shortest_paths_s2,D2,maps,mamba,small,shortest_paths,2,yes,results/D2_state_equiv/maps_mamba_small_shortest_paths_s2.json,planned,
maps_mamba_small_shortest_paths_s2_D3,maps_mamba_small_shortest_paths_s2,D3,maps,mamba,small,shortest_paths,2,yes,results/D3_inductive_bias/maps_mamba_small_shortest_paths_s2.json,planned,
maps_mamba_small_shortest_paths_s2_D4,maps_mamba_small_shortest_paths_s2,D4,maps,mamba,small,shortest_paths,2,yes,results/D4_probing/maps_mamba_small_shortest_paths_s2.json,planned,
maps_mamba_small_noisy_shortest_paths_s0_D1,maps_mamba_small_noisy_shortest_paths_s0,D1,maps,mamba,small,noisy_shortest_paths,0,yes,results/D1_next_token/maps_mamba_small_noisy_shortest_paths_s0.json,planned,
maps_mamba_small_noisy_shortest_paths_s0_D2,maps_mamba_small_noisy_shortest_paths_s0,D2,maps,mamba,small,noisy_shortest_paths,0,yes,results/D2_state_equiv/maps_mamba_small_noisy_shortest_paths_s0.json,planned,
maps_mamba_small_noisy_shortest_paths_s0_D3,maps_mamba_small_noisy_shortest_paths_s0,D3,maps,mamba,small,noisy_shortest_paths,0,yes,results/D3_inductive_bias/maps_mamba_small_noisy_shortest_paths_s0.json,planned,
maps_mamba_small_noisy_shortest_paths_s0_D4,maps_mamba_small_noisy_shortest_paths_s0,D4,maps,mamba,small,noisy_shortest_paths,0,yes,results/D4_probing/maps_mamba_small_noisy_shortest_paths_s0.json,planned,
maps_mamba_small_noisy_shortest_paths_s1_D1,maps_mamba_small_noisy_shortest_paths_s1,D1,maps,mamba,small,noisy_shortest_paths,1,yes,results/D1_next_token/maps_mamba_small_noisy_shortest_paths_s1.json,planned,
maps_mamba_small_noisy_shortest_paths_s1_D2,maps_mamba_small_noisy_shortest_paths_s1,D2,maps,mamba,small,noisy_shortest_paths,1,yes,results/D2_state_equiv/maps_mamba_small_noisy_shortest_paths_s1.json,planned,
maps_mamba_small_noisy_shortest_paths_s1_D3,maps_mamba_small_noisy_shortest_paths_s1,D3,maps,mamba,small,noisy_shortest_paths,1,yes,results/D3_inductive_bias/maps_mamba_small_noisy_shortest_paths_s1.json,planned,
maps_mamba_small_noisy_shortest_paths_s1_D4,maps_mamba_small_noisy_shortest_paths_s1,D4,maps,mamba,small,noisy_shortest_paths,1,yes,results/D4_probing/maps_mamba_small_noisy_shortest_paths_s1.json,planned,
maps_mamba_small_noisy_shortest_paths_s2_D1,maps_mamba_small_noisy_shortest_paths_s2,D1,maps,mamba,small,noisy_shortest_paths,2,yes,results/D1_next_token/maps_mamba_small_noisy_shortest_paths_s2.json,planned,
maps_mamba_small_noisy_shortest_paths_s2_D2,maps_mamba_small_noisy_shortest_paths_s2,D2,maps,mamba,small,noisy_shortest_paths,2,yes,results/D2_state_equiv/maps_mamba_small_noisy_shortest_paths_s2.json,planned,
maps_mamba_small_noisy_shortest_paths_s2_D3,maps_mamba_small_noisy_shortest_paths_s2,D3,maps,mamba,small,noisy_shortest_paths,2,yes,results/D3_inductive_bias/maps_mamba_small_noisy_shortest_paths_s2.json,planned,
maps_mamba_small_noisy_shortest_paths_s2_D4,maps_mamba_small_noisy_shortest_paths_s2,D4,maps,mamba,small,noisy_shortest_paths,2,yes,results/D4_probing/maps_mamba_small_noisy_shortest_paths_s2.json,planned,
maps_mamba_small_random_walks_s0_D1,maps_mamba_small_random_walks_s0,D1,maps,mamba,small,random_walks,0,yes,results/D1_next_token/maps_mamba_small_random_walks_s0.json,planned,
maps_mamba_small_random_walks_s0_D2,maps_mamba_small_random_walks_s0,D2,maps,mamba,small,random_walks,0,yes,results/D2_state_equiv/maps_mamba_small_random_walks_s0.json,planned,
maps_mamba_small_random_walks_s0_D3,maps_mamba_small_random_walks_s0,D3,maps,mamba,small,random_walks,0,yes,results/D3_inductive_bias/maps_mamba_small_random_walks_s0.json,planned,
maps_mamba_small_random_walks_s0_D4,maps_mamba_small_random_walks_s0,D4,maps,mamba,small,random_walks,0,yes,results/D4_probing/maps_mamba_small_random_walks_s0.json,planned,
maps_mamba_small_random_walks_s1_D1,maps_mamba_small_random_walks_s1,D1,maps,mamba,small,random_walks,1,yes,results/D1_next_token/maps_mamba_small_random_walks_s1.json,planned,
maps_mamba_small_random_walks_s1_D2,maps_mamba_small_random_walks_s1,D2,maps,mamba,small,random_walks,1,yes,results/D2_state_equiv/maps_mamba_small_random_walks_s1.json,planned,
maps_mamba_small_random_walks_s1_D3,maps_mamba_small_random_walks_s1,D3,maps,mamba,small,random_walks,1,yes,results/D3_inductive_bias/maps_mamba_small_random_walks_s1.json,planned,
maps_mamba_small_random_walks_s1_D4,maps_mamba_small_random_walks_s1,D4,maps,mamba,small,random_walks,1,yes,results/D4_probing/maps_mamba_small_random_walks_s1.json,planned,
maps_mamba_small_random_walks_s2_D1,maps_mamba_small_random_walks_s2,D1,maps,mamba,small,random_walks,2,yes,results/D1_next_token/maps_mamba_small_random_walks_s2.json,planned,
maps_mamba_small_random_walks_s2_D2,maps_mamba_small_random_walks_s2,D2,maps,mamba,small,random_walks,2,yes,results/D2_state_equiv/maps_mamba_small_random_walks_s2.json,planned,
maps_mamba_small_random_walks_s2_D3,maps_mamba_small_random_walks_s2,D3,maps,mamba,small,random_walks,2,yes,results/D3_inductive_bias/maps_mamba_small_random_walks_s2.json,planned,
maps_mamba_small_random_walks_s2_D4,maps_mamba_small_random_walks_s2,D4,maps,mamba,small,random_walks,2,yes,results/D4_probing/maps_mamba_small_random_walks_s2.json,planned,
maps_mamba_medium_shortest_paths_s0_D1,maps_mamba_medium_shortest_paths_s0,D1,maps,mamba,medium,shortest_paths,0,yes,results/D1_next_token/maps_mamba_medium_shortest_paths_s0.json,planned,
maps_mamba_medium_shortest_paths_s0_D2,maps_mamba_medium_shortest_paths_s0,D2,maps,mamba,medium,shortest_paths,0,yes,results/D2_state_equiv/maps_mamba_medium_shortest_paths_s0.json,planned,
maps_mamba_medium_shortest_paths_s0_D3,maps_mamba_medium_shortest_paths_s0,D3,maps,mamba,medium,shortest_paths,0,yes,results/D3_inductive_bias/maps_mamba_medium_shortest_paths_s0.json,planned,
maps_mamba_medium_shortest_paths_s0_D4,maps_mamba_medium_shortest_paths_s0,D4,maps,mamba,medium,shortest_paths,0,yes,results/D4_probing/maps_mamba_medium_shortest_paths_s0.json,planned,
maps_mamba_medium_shortest_paths_s1_D1,maps_mamba_medium_shortest_paths_s1,D1,maps,mamba,medium,shortest_paths,1,yes,results/D1_next_token/maps_mamba_medium_shortest_paths_s1.json,planned,
maps_mamba_medium_shortest_paths_s1_D2,maps_mamba_medium_shortest_paths_s1,D2,maps,mamba,medium,shortest_paths,1,yes,results/D2_state_equiv/maps_mamba_medium_shortest_paths_s1.json,planned,
maps_mamba_medium_shortest_paths_s1_D3,maps_mamba_medium_shortest_paths_s1,D3,maps,mamba,medium,shortest_paths,1,yes,results/D3_inductive_bias/maps_mamba_medium_shortest_paths_s1.json,planned,
maps_mamba_medium_shortest_paths_s1_D4,maps_mamba_medium_shortest_paths_s1,D4,maps,mamba,medium,shortest_paths,1,yes,results/D4_probing/maps_mamba_medium_shortest_paths_s1.json,planned,
maps_mamba_medium_shortest_paths_s2_D1,maps_mamba_medium_shortest_paths_s2,D1,maps,mamba,medium,shortest_paths,2,yes,results/D1_next_token/maps_mamba_medium_shortest_paths_s2.json,planned,
maps_mamba_medium_shortest_paths_s2_D2,maps_mamba_medium_shortest_paths_s2,D2,maps,mamba,medium,shortest_paths,2,yes,results/D2_state_equiv/maps_mamba_medium_shortest_paths_s2.json,planned,
maps_mamba_medium_shortest_paths_s2_D3,maps_mamba_medium_shortest_paths_s2,D3,maps,mamba,medium,shortest_paths,2,yes,results/D3_inductive_bias/maps_mamba_medium_shortest_paths_s2.json,planned,
maps_mamba_medium_shortest_paths_s2_D4,maps_mamba_medium_shortest_paths_s2,D4,maps,mamba,medium,shortest_paths,2,yes,results/D4_probing/maps_mamba_medium_shortest_paths_s2.json,planned,
maps_mamba_medium_noisy_shortest_paths_s0_D1,maps_mamba_medium_noisy_shortest_paths_s0,D1,maps,mamba,medium,noisy_shortest_paths,0,yes,results/D1_next_token/maps_mamba_medium_noisy_shortest_paths_s0.json,planned,
maps_mamba_medium_noisy_shortest_paths_s0_D2,maps_mamba_medium_noisy_shortest_paths_s0,D2,maps,mamba,medium,noisy_shortest_paths,0,yes,results/D2_state_equiv/maps_mamba_medium_noisy_shortest_paths_s0.json,planned,
maps_mamba_medium_noisy_shortest_paths_s0_D3,maps_mamba_medium_noisy_shortest_paths_s0,D3,maps,mamba,medium,noisy_shortest_paths,0,yes,results/D3_inductive_bias/maps_mamba_medium_noisy_shortest_paths_s0.json,planned,
maps_mamba_medium_noisy_shortest_paths_s0_D4,maps_mamba_medium_noisy_shortest_paths_s0,D4,maps,mamba,medium,noisy_shortest_paths,0,yes,results/D4_probing/maps_mamba_medium_noisy_shortest_paths_s0.json,planned,
maps_mamba_medium_noisy_shortest_paths_s1_D1,maps_mamba_medium_noisy_shortest_paths_s1,D1,maps,mamba,medium,noisy_shortest_paths,1,yes,results/D1_next_token/maps_mamba_medium_noisy_shortest_paths_s1.json,planned,
maps_mamba_medium_noisy_shortest_paths_s1_D2,maps_mamba_medium_noisy_shortest_paths_s1,D2,maps,mamba,medium,noisy_shortest_paths,1,yes,results/D2_state_equiv/maps_mamba_medium_noisy_shortest_paths_s1.json,planned,
maps_mamba_medium_noisy_shortest_paths_s1_D3,maps_mamba_medium_noisy_shortest_paths_s1,D3,maps,mamba,medium,noisy_shortest_paths,1,yes,results/D3_inductive_bias/maps_mamba_medium_noisy_shortest_paths_s1.json,planned,
maps_mamba_medium_noisy_shortest_paths_s1_D4,maps_mamba_medium_noisy_shortest_paths_s1,D4,maps,mamba,medium,noisy_shortest_paths,1,yes,results/D4_probing/maps_mamba_medium_noisy_shortest_paths_s1.json,planned,
maps_mamba_medium_noisy_shortest_paths_s2_D1,maps_mamba_medium_noisy_shortest_paths_s2,D1,maps,mamba,medium,noisy_shortest_paths,2,yes,results/D1_next_token/maps_mamba_medium_noisy_shortest_paths_s2.json,planned,
maps_mamba_medium_noisy_shortest_paths_s2_D2,maps_mamba_medium_noisy_shortest_paths_s2,D2,maps,mamba,medium,noisy_shortest_paths,2,yes,results/D2_state_equiv/maps_mamba_medium_noisy_shortest_paths_s2.json,planned,
maps_mamba_medium_noisy_shortest_paths_s2_D3,maps_mamba_medium_noisy_shortest_paths_s2,D3,maps,mamba,medium,noisy_shortest_paths,2,yes,results/D3_inductive_bias/maps_mamba_medium_noisy_shortest_paths_s2.json,planned,
maps_mamba_medium_noisy_shortest_paths_s2_D4,maps_mamba_medium_noisy_shortest_paths_s2,D4,maps,mamba,medium,noisy_shortest_paths,2,yes,results/D4_probing/maps_mamba_medium_noisy_shortest_paths_s2.json,planned,
maps_mamba_medium_random_walks_s0_D1,maps_mamba_medium_random_walks_s0,D1,maps,mamba,medium,random_walks,0,yes,results/D1_next_token/maps_mamba_medium_random_walks_s0.json,planned,
maps_mamba_medium_random_walks_s0_D2,maps_mamba_medium_random_walks_s0,D2,maps,mamba,medium,random_walks,0,yes,results/D2_state_equiv/maps_mamba_medium_random_walks_s0.json,planned,
maps_mamba_medium_random_walks_s0_D3,maps_mamba_medium_random_walks_s0,D3,maps,mamba,medium,random_walks,0,yes,results/D3_inductive_bias/maps_mamba_medium_random_walks_s0.json,planned,
maps_mamba_medium_random_walks_s0_D4,maps_mamba_medium_random_walks_s0,D4,maps,mamba,medium,random_walks,0,yes,results/D4_probing/maps_mamba_medium_random_walks_s0.json,planned,
maps_mamba_medium_random_walks_s1_D1,maps_mamba_medium_random_walks_s1,D1,maps,mamba,medium,random_walks,1,yes,results/D1_next_token/maps_mamba_medium_random_walks_s1.json,planned,
maps_mamba_medium_random_walks_s1_D2,maps_mamba_medium_random_walks_s1,D2,maps,mamba,medium,random_walks,1,yes,results/D2_state_equiv/maps_mamba_medium_random_walks_s1.json,planned,
maps_mamba_medium_random_walks_s1_D3,maps_mamba_medium_random_walks_s1,D3,maps,mamba,medium,random_walks,1,yes,results/D3_inductive_bias/maps_mamba_medium_random_walks_s1.json,planned,
maps_mamba_medium_random_walks_s1_D4,maps_mamba_medium_random_walks_s1,D4,maps,mamba,medium,random_walks,1,yes,results/D4_probing/maps_mamba_medium_random_walks_s1.json,planned,
maps_mamba_medium_random_walks_s2_D1,maps_mamba_medium_random_walks_s2,D1,maps,mamba,medium,random_walks,2,yes,results/D1_next_token/maps_mamba_medium_random_walks_s2.json,planned,
maps_mamba_medium_random_walks_s2_D2,maps_mamba_medium_random_walks_s2,D2,maps,mamba,medium,random_walks,2,yes,results/D2_state_equiv/maps_mamba_medium_random_walks_s2.json,planned,
maps_mamba_medium_random_walks_s2_D3,maps_mamba_medium_random_walks_s2,D3,maps,mamba,medium,random_walks,2,yes,results/D3_inductive_bias/maps_mamba_medium_random_walks_s2.json,planned,
maps_mamba_medium_random_walks_s2_D4,maps_mamba_medium_random_walks_s2,D4,maps,mamba,medium,random_walks,2,yes,results/D4_probing/maps_mamba_medium_random_walks_s2.json,planned,
maps_mamba_large_shortest_paths_s0_D1,maps_mamba_large_shortest_paths_s0,D1,maps,mamba,large,shortest_paths,0,yes,results/D1_next_token/maps_mamba_large_shortest_paths_s0.json,planned,
maps_mamba_large_shortest_paths_s0_D2,maps_mamba_large_shortest_paths_s0,D2,maps,mamba,large,shortest_paths,0,yes,results/D2_state_equiv/maps_mamba_large_shortest_paths_s0.json,planned,
maps_mamba_large_shortest_paths_s0_D3,maps_mamba_large_shortest_paths_s0,D3,maps,mamba,large,shortest_paths,0,yes,results/D3_inductive_bias/maps_mamba_large_shortest_paths_s0.json,planned,
maps_mamba_large_shortest_paths_s0_D4,maps_mamba_large_shortest_paths_s0,D4,maps,mamba,large,shortest_paths,0,yes,results/D4_probing/maps_mamba_large_shortest_paths_s0.json,planned,
maps_mamba_large_shortest_paths_s1_D1,maps_mamba_large_shortest_paths_s1,D1,maps,mamba,large,shortest_paths,1,yes,results/D1_next_token/maps_mamba_large_shortest_paths_s1.json,planned,
maps_mamba_large_shortest_paths_s1_D2,maps_mamba_large_shortest_paths_s1,D2,maps,mamba,large,shortest_paths,1,yes,results/D2_state_equiv/maps_mamba_large_shortest_paths_s1.json,planned,
maps_mamba_large_shortest_paths_s1_D3,maps_mamba_large_shortest_paths_s1,D3,maps,mamba,large,shortest_paths,1,yes,results/D3_inductive_bias/maps_mamba_large_shortest_paths_s1.json,planned,
maps_mamba_large_shortest_paths_s1_D4,maps_mamba_large_shortest_paths_s1,D4,maps,mamba,large,shortest_paths,1,yes,results/D4_probing/maps_mamba_large_shortest_paths_s1.json,planned,
maps_mamba_large_shortest_paths_s2_D1,maps_mamba_large_shortest_paths_s2,D1,maps,mamba,large,shortest_paths,2,yes,results/D1_next_token/maps_mamba_large_shortest_paths_s2.json,planned,
maps_mamba_large_shortest_paths_s2_D2,maps_mamba_large_shortest_paths_s2,D2,maps,mamba,large,shortest_paths,2,yes,results/D2_state_equiv/maps_mamba_large_shortest_paths_s2.json,planned,
maps_mamba_large_shortest_paths_s2_D3,maps_mamba_large_shortest_paths_s2,D3,maps,mamba,large,shortest_paths,2,yes,results/D3_inductive_bias/maps_mamba_large_shortest_paths_s2.json,planned,
maps_mamba_large_shortest_paths_s2_D4,maps_mamba_large_shortest_paths_s2,D4,maps,mamba,large,shortest_paths,2,yes,results/D4_probing/maps_mamba_large_shortest_paths_s2.json,planned,
maps_mamba_large_noisy_shortest_paths_s0_D1,maps_mamba_large_noisy_shortest_paths_s0,D1,maps,mamba,large,noisy_shortest_paths,0,yes,results/D1_next_token/maps_mamba_large_noisy_shortest_paths_s0.json,planned,
maps_mamba_large_noisy_shortest_paths_s0_D2,maps_mamba_large_noisy_shortest_paths_s0,D2,maps,mamba,large,noisy_shortest_paths,0,yes,results/D2_state_equiv/maps_mamba_large_noisy_shortest_paths_s0.json,planned,
maps_mamba_large_noisy_shortest_paths_s0_D3,maps_mamba_large_noisy_shortest_paths_s0,D3,maps,mamba,large,noisy_shortest_paths,0,yes,results/D3_inductive_bias/maps_mamba_large_noisy_shortest_paths_s0.json,planned,
maps_mamba_large_noisy_shortest_paths_s0_D4,maps_mamba_large_noisy_shortest_paths_s0,D4,maps,mamba,large,noisy_shortest_paths,0,yes,results/D4_probing/maps_mamba_large_noisy_shortest_paths_s0.json,planned,
maps_mamba_large_noisy_shortest_paths_s1_D1,maps_mamba_large_noisy_shortest_paths_s1,D1,maps,mamba,large,noisy_shortest_paths,1,yes,results/D1_next_token/maps_mamba_large_noisy_shortest_paths_s1.json,planned,
maps_mamba_large_noisy_shortest_paths_s1_D2,maps_mamba_large_noisy_shortest_paths_s1,D2,maps,mamba,large,noisy_shortest_paths,1,yes,results/D2_state_equiv/maps_mamba_large_noisy_shortest_paths_s1.json,planned,
maps_mamba_large_noisy_shortest_paths_s1_D3,maps_mamba_large_noisy_shortest_paths_s1,D3,maps,mamba,large,noisy_shortest_paths,1,yes,results/D3_inductive_bias/maps_mamba_large_noisy_shortest_paths_s1.json,planned,
maps_mamba_large_noisy_shortest_paths_s1_D4,maps_mamba_large_noisy_shortest_paths_s1,D4,maps,mamba,large,noisy_shortest_paths,1,yes,results/D4_probing/maps_mamba_large_noisy_shortest_paths_s1.json,planned,
maps_mamba_large_noisy_shortest_paths_s2_D1,maps_mamba_large_noisy_shortest_paths_s2,D1,maps,mamba,large,noisy_shortest_paths,2,yes,results/D1_next_token/maps_mamba_large_noisy_shortest_paths_s2.json,planned,
