run_id,model_id,diagnostic,domain,arch,scale,distribution,seed,held_out,result,status,notes
othello_mamba_medium_synthetic_s2_D4,othello_mamba_medium_synthetic_s2,D4,othello,mamba,medium,synthetic,2,yes,results/D4_probing/othello_mamba_medium_synthetic_s2.json,planned,
othello_mamba_medium_championship_s0_D1,othello_mamba_medium_championship_s0,D1,othello,mamba,medium,championship,0,yes,results/D1_next_token/othello_mamba_medium_championship_s0.json,planned,
othello_mamba_medium_championship_s0_D2,othello_mamba_medium_championship_s0,D2,othello,mamba,medium,championship,0,yes,results/D2_state_equiv/othello_mamba_medium_championship_s0.json,planned,
othello_mamba_medium_championship_s0_D3,othello_mamba_medium_championship_s0,D3,othello,mamba,medium,championship,0,yes,results/D3_inductive_bias/othello_mamba_medium_championship_s0.json,planned,
othello_mamba_medium_championship_s0_D4,othello_mamba_medium_championship_s0,D4,othello,mamba,medium,championship,0,yes,results/D4_probing/othello_mamba_medium_championship_s0.json,planned,
othello_mamba_medium_championship_s1_D1,othello_mamba_medium_championship_s1,D1,othello,mamba,medium,championship,1,yes,results/D1_next_token/othello_mamba_medium_championship_s1.json,planned,
othello_mamba_medium_championship_s1_D2,othello_mamba_medium_championship_s1,D2,othello,mamba,medium,championship,1,yes,results/D2_state_equiv/othello_mamba_medium_championship_s1.json,planned,
othello_mamba_medium_championship_s1_D3,othello_mamba_medium_championship_s1,D3,othello,mamba,medium,championship,1,yes,results/D3_inductive_bias/othello_mamba_medium_championship_s1.json,planned,
othello_mamba_medium_championship_s1_D4,othello_mamba_medium_championship_s1,D4,othello,mamba,medium,championship,1,yes,results/D4_probing/othello_mamba_medium_championship_s1.json,planned,
othello_mamba_medium_championship_s2_D1,othello_mamba_medium_championship_s2,D1,othello,mamba,medium,championship,2,yes,results/D1_next_token/othello_mamba_medium_championship_s2.json,planned,
othello_mamba_medium_championship_s2_D2,othello_mamba_medium_championship_s2,D2,othello,mamba,medium,championship,2,yes,results/D2_state_equiv/othello_mamba_medium_championship_s2.json,planned,
othello_mamba_medium_championship_s2_D3,othello_mamba_medium_championship_s2,D3,othello,mamba,medium,championship,2,yes,results/D3_inductive_bias/othello_mamba_medium_championship_s2.json,planned,
othello_mamba_medium_championship_s2_D4,othello_mamba_medium_championship_s2,D4,othello,mamba,medium,championship,2,yes,results/D4_probing/othello_mamba_medium_championship_s2.json,planned,
othello_mamba_medium_mixed_s0_D1,othello_mamba_medium_mixed_s0,D1,othello,mamba,medium,mixed,0,yes,results/D1_next_token/othello_mamba_medium_mixed_s0.json,planned,
othello_mamba_medium_mixed_s0_D2,othello_mamba_medium_mixed_s0,D2,othello,mamba,medium,mixed,0,yes,results/D2_state_equiv/othello_mamba_medium_mixed_s0.json,planned,
othello_mamba_medium_mixed_s0_D3,othello_mamba_medium_mixed_s0,D3,othello,mamba,medium,mixed,0,yes,results/D3_inductive_bias/othello_mamba_medium_mixed_s0.json,planned,
othello_mamba_medium_mixed_s0_D4,othello_mamba_medium_mixed_s0,D4,othello,mamba,medium,mixed,0,yes,results/D4_probing/othello_mamba_medium_mixed_s0.json,planned,
othello_mamba_medium_mixed_s1_D1,othello_mamba_medium_mixed_s1,D1,othello,mamba,medium,mixed,1,yes,results/D1_next_token/othello_mamba_medium_mixed_s1.json,planned,
othello_mamba_medium_mixed_s1_D2,othello_mamba_medium_mixed_s1,D2,othello,mamba,medium,mixed,1,yes,results/D2_state_equiv/othello_mamba_medium_mixed_s1.json,planned,
othello_mamba_medium_mixed_s1_D3,othello_mamba_medium_mixed_s1,D3,othello,mamba,medium,mixed,1,yes,results/D3_inductive_bias/othello_mamba_medium_mixed_s1.json,planned,
othello_mamba_medium_mixed_s1_D4,othello_mamba_medium_mixed_s1,D4,othello,mamba,medium,mixed,1,yes,results/D4_probing/othello_mamba_medium_mixed_s1.json,planned,
othello_mamba_medium_mixed_s2_D1,othello_mamba_medium_mixed_s2,D1,othello,mamba,medium,mixed,2,yes,results/D1_next_token/othello_mamba_medium_mixed_s2.json,planned,
othello_mamba_medium_mixed_s2_D2,othello_mamba_medium_mixed_s2,D2,othello,mamba,medium,mixed,2,yes,results/D2_state_equiv/othello_mamba_medium_mixed_s2.json,planned,
othello_mamba_medium_mixed_s2_D3,othello_mamba_medium_mixed_s2,D3,othello,mamba,medium,mixed,2,yes,results/D3_inductive_bias/othello_mamba_medium_mixed_s2.json,planned,
othello_mamba_medium_mixed_s2_D4,othello_mamba_medium_mixed_s2,D4,othello,mamba,medium,mixed,2,yes,results/D4_probing/othello_mamba_medium_mixed_s2.json,planned,
othello_mamba_large_synthetic_s0_D1,othello_mamba_large_synthetic_s0,D1,othello,mamba,large,synthetic,0,yes,results/D1_next_token/othello_mamba_large_synthetic_s0.json,planned,
othello_mamba_large_synthetic_s0_D2,othello_mamba_large_synthetic_s0,D2,othello,mamba,large,synthetic,0,yes,results/D2_state_equiv/othello_mamba_large_synthetic_s0.json,planned,
othello_mamba_large_synthetic_s0_D3,othello_mamba_large_synthetic_s0,D3,othello,mamba,large,synthetic,0,yes,results/D3_inductive_bias/othello_mamba_large_synthetic_s0.json,planned,
othello_mamba_large_synthetic_s0_D4,othello_mamba_large_synthetic_s0,D4,othello,mamba,large,synthetic,0,yes,results/D4_probing/othello_mamba_large_synthetic_s0.json,planned,
othello_mamba_large_synthetic_s1_D1,othello_mamba_large_synthetic_s1,D1,othello,mamba,large,synthetic,1,yes,results/D1_next_token/othello_mamba_large_synthetic_s1.json,planned,
othello_mamba_large_synthetic_s1_D2,othello_mamba_large_synthetic_s1,D2,othello,mamba,large,synthetic,1,yes,results/D2_state_equiv/othello_mamba_large_synthetic_s1.json,planned,
othello_mamba_large_synthetic_s1_D3,othello_mamba_large_synthetic_s1,D3,othello,mamba,large,synthetic,1,yes,results/D3_inductive_bias/othello_mamba_large_synthetic_s1.json,planned,
othello_mamba_large_synthetic_s1_D4,othello_mamba_large_synthetic_s1,D4,othello,mamba,large,synthetic,1,yes,results/D4_probing/othello_mamba_large_synthetic_s1.json,planned,
othello_mamba_large_synthetic_s2_D1,othello_mamba_large_synthetic_s2,D1,othello,mamba,large,synthetic,2,yes,results/D1_next_token/othello_mamba_large_synthetic_s2.json,planned,
othello_mamba_large_synthetic_s2_D2,othello_mamba_large_synthetic_s2,D2,othello,mamba,large,synthetic,2,yes,results/D2_state_equiv/othello_mamba_large_synthetic_s2.json,planned,
othello_mamba_large_synthetic_s2_D3,othello_mamba_large_synthetic_s2,D3,othello,mamba,large,synthetic,2,yes,results/D3_inductive_bias/othello_mamba_large_synthetic_s2.json,planned,
othello_mamba_large_synthetic_s2_D4,othello_mamba_large_synthetic_s2,D4,othello,mamba,large,synthetic,2,yes,results/D4_probing/othello_mamba_large_synthetic_s2.json,planned,
othello_mamba_large_championship_s0_D1,othello_mamba_large_championship_s0,D1,othello,mamba,large,championship,0,yes,results/D1_next_token/othello_mamba_large_championship_s0.json,planned,
othello_mamba_large_championship_s0_D2,othello_mamba_large_championship_s0,D2,othello,mamba,large,championship,0,yes,results/D2_state_equiv/othello_mamba_large_championship_s0.json,planned,
othello_mamba_large_championship_s0_D3,othello_mamba_large_championship_s0,D3,othello,mamba,large,championship,0,yes,results/D3_inductive_bias/othello_mamba_large_championship_s0.json,planned,
othello_mamba_large_championship_s0_D4,othello_mamba_large_championship_s0,D4,othello,mamba,large,championship,0,yes,results/D4_probing/othello_mamba_large_championship_s0.json,planned,
othello_mamba_large_championship_s1_D1,othello_mamba_large_championship_s1,D1,othello,mamba,large,championship,1,yes,results/D1_next_token/othello_mamba_large_championship_s1.json,planned,
othello_mamba_large_championship_s1_D2,othello_mamba_large_championship_s1,D2,othello,mamba,large,championship,1,yes,results/D2_state_equiv/othello_mamba_large_championship_s1.json,planned,
othello_mamba_large_championship_s1_D3,othello_mamba_large_championship_s1,D3,othello,mamba,large,championship,1,yes,results/D3_inductive_bias/othello_mamba_large_championship_s1.json,planned,
othello_mamba_large_championship_s1_D4,othello_mamba_large_championship_s1,D4,othello,mamba,large,championship,1,yes,results/D4_probing/othello_mamba_large_championship_s1.json,planned,
othello_mamba_large_championship_s2_D1,othello_mamba_large_championship_s2,D1,othello,mamba,large,championship,2,yes,results/D1_next_token/othello_mamba_large_championship_s2.json,planned,
othello_mamba_large_championship_s2_D2,othello_mamba_large_championship_s2,D2,othello,mamba,large,championship,2,yes,results/D2_state_equiv/othello_mamba_large_championship_s2.json,planned,
othello_mamba_large_championship_s2_D3,othello_mamba_large_championship_s2,D3,othello,mamba,large,championship,2,yes,results/D3_inductive_bias/othello_mamba_large_championship_s2.json,planned,
othello_mamba_large_championship_s2_D4,othello_mamba_large_championship_s2,D4,othello,mamba,large,championship,2,yes,results/D4_probing/othello_mamba_large_championship_s2.json,planned,
othello_mamba_large_mixed_s0_D1,othello_mamba_large_mixed_s0,D1,othello,mamba,large,mixed,0,yes,results/D1_next_token/othello_mamba_large_mixed_s0.json,planned,
othello_mamba_large_mixed_s0_D2,othello_mamba_large_mixed_s0,D2,othello,mamba,large,mixed,0,yes,results/D2_state_equiv/othello_mamba_large_mixed_s0.json,planned,
othello_mamba_large_mixed_s0_D3,othello_mamba_large_mixed_s0,D3,othello,mamba,large,mixed,0,yes,results/D3_inductive_bias/othello_mamba_large_mixed_s0.json,planned,
othello_mamba_large_mixed_s0_D4,othello_mamba_large_mixed_s0,D4,othello,mamba,large,mixed,0,yes,results/D4_probing/othello_mamba_large_mixed_s0.json,planned,
othello_mamba_large_mixed_s1_D1,othello_mamba_large_mixed_s1,D1,othello,mamba,large,mixed,1,yes,results/D1_next_token/othello_mamba_large_mixed_s1.json,planned,
othello_mamba_large_mixed_s1_D2,othello_mamba_large_mixed_s1,D2,othello,mamba,large,mixed,1,yes,results/D2_state_equiv/othello_mamba_large_mixed_s1.json,planned,
othello_mamba_large_mixed_s1_D3,othello_mamba_large_mixed_s1,D3,othello,mamba,large,mixed,1,yes,results/D3_inductive_bias/othello_mamba_large_mixed_s1.json,planned,
othello_mamba_large_mixed_s1_D4,othello_mamba_large_mixed_s1,D4,othello,mamba,large,mixed,1,yes,results/D4_probing/othello_mamba_large_mixed_s1.json,planned,
othello_mamba_large_mixed_s2_D1,othello_mamba_large_mixed_s2,D1,othello,mamba,large,mixed,2,yes,results/D1_next_token/othello_mamba_large_mixed_s2.json,planned,
othello_mamba_large_mixed_s2_D2,othello_mamba_large_mixed_s2,D2,othello,mamba,large,mixed,2,yes,results/D2_state_equiv/othello_mamba_large_mixed_s2.json,planned,
othello_mamba_large_mixed_s2_D3,othello_mamba_large_mixed_s2,D3,othello,mamba,large,mixed,2,yes,results/D3_inductive_bias/othello_mamba_large_mixed_s2.json,planned,
othello_mamba_large_mixed_s2_D4,othello_mamba_large_mixed_s2,D4,othello,mamba,large,mixed,2,yes,results/D4_probing/othello_mamba_large_mixed_s2.json,planned,
maps_transformer_small_shortest_paths_s0_D1,maps_transformer_small_shortest_paths_s0,D1,maps,transformer,small,shortest_paths,0,no,results/D1_next_token/maps_transformer_small_shortest_paths_s0.json,planned,
maps_transformer_small_shortest_paths_s0_D2,maps_transformer_small_shortest_paths_s0,D2,maps,transformer,small,shortest_paths,0,no,results/D2_state_equiv/maps_transformer_small_shortest_paths_s0.json,planned,
maps_transformer_small_shortest_paths_s0_D3,maps_transformer_small_shortest_paths_s0,D3,maps,transformer,small,shortest_paths,0,no,results/D3_inductive_bias/maps_transformer_small_shortest_paths_s0.json,planned,
maps_transformer_small_shortest_paths_s0_D4,maps_transformer_small_shortest_paths_s0,D4,maps,transformer,small,shortest_paths,0,no,results/D4_probing/maps_transformer_small_shortest_paths_s0.json,planned,
maps_transformer_small_shortest_paths_s1_D1,maps_transformer_small_shortest_paths_s1,D1,maps,transformer,small,shortest_paths,1,no,results/D1_next_token/maps_transformer_small_shortest_paths_s1.json,planned,
maps_transformer_small_shortest_paths_s1_D2,maps_transformer_small_shortest_paths_s1,D2,maps,transformer,small,shortest_paths,1,no,results/D2_state_equiv/maps_transformer_small_shortest_paths_s1.json,planned,
maps_transformer_small_shortest_paths_s1_D3,maps_transformer_small_shortest_paths_s1,D3,maps,transformer,small,shortest_paths,1,no,results/D3_inductive_bias/maps_transformer_small_shortest_paths_s1.json,planned,
maps_transformer_small_shortest_paths_s1_D4,maps_transformer_small_shortest_paths_s1,D4,maps,transformer,small,shortest_paths,1,no,results/D4_probing/maps_transformer_small_shortest_paths_s1.json,planned,
maps_transformer_small_shortest_paths_s2_D1,maps_transformer_small_shortest_paths_s2,D1,maps,transformer,small,shortest_paths,2,no,results/D1_next_token/maps_transformer_small_shortest_paths_s2.json,planned,
maps_transformer_small_shortest_paths_s2_D2,maps_transformer_small_shortest_paths_s2,D2,maps,transformer,small,shortest_paths,2,no,results/D2_state_equiv/maps_transformer_small_shortest_paths_s2.json,planned,
maps_transformer_small_shortest_paths_s2_D3,maps_transformer_small_shortest_paths_s2,D3,maps,transformer,small,shortest_paths,2,no,results/D3_inductive_bias/maps_transformer_small_shortest_paths_s2.json,planned,
maps_transformer_small_shortest_paths_s2_D4,maps_transformer_small_shortest_paths_s2,D4,maps,transformer,small,shortest_paths,2,no,results/D4_probing/maps_transformer_small_shortest_paths_s2.json,planned,
maps_transformer_small_noisy_shortest_paths_s0_D1,maps_transformer_small_noisy_shortest_paths_s0,D1,maps,transformer,small,noisy_shortest_paths,0,no,results/D1_next_token/maps_transformer_small_noisy_shortest_paths_s0.json,planned,
maps_transformer_small_noisy_shortest_paths_s0_D2,maps_transformer_small_noisy_shortest_paths_s0,D2,maps,transformer,small,noisy_shortest_paths,0,no,results/D2_state_equiv/maps_transformer_small_noisy_shortest_paths_s0.json,planned,
maps_transformer_small_noisy_shortest_paths_s0_D3,maps_transformer_small_noisy_shortest_paths_s0,D3,maps,transformer,small,noisy_shortest_paths,0,no,results/D3_inductive_bias/maps_transformer_small_noisy_shortest_paths_s0.json,planned,
maps_transformer_small_noisy_shortest_paths_s0_D4,maps_transformer_small_noisy_shortest_paths_s0,D4,maps,transformer,small,noisy_shortest_paths,0,no,results/D4_probing/maps_transformer_small_noisy_shortest_paths_s0.json,planned,
maps_transformer_small_noisy_shortest_paths_s1_D1,maps_transformer_small_noisy_shortest_paths_s1,D1,maps,transformer,small,noisy_shortest_paths,1,no,results/D1_next_token/maps_transformer_small_noisy_shortest_paths_s1.json,planned,
maps_transformer_small_noisy_shortest_paths_s1_D2,maps_transformer_small_noisy_shortest_paths_s1,D2,maps,transformer,small,noisy_shortest_paths,1,no,results/D2_state_equiv/maps_transformer_small_noisy_shortest_paths_s1.json,planned,
maps_transformer_small_noisy_shortest_paths_s1_D3,maps_transformer_small_noisy_shortest_paths_s1,D3,maps,transformer,small,noisy_shortest_paths,1,no,results/D3_inductive_bias/maps_transformer_small_noisy_shortest_paths_s1.json,planned,
maps_transformer_small_noisy_shortest_paths_s1_D4,maps_transformer_small_noisy_shortest_paths_s1,D4,maps,transformer,small,noisy_shortest_paths,1,no,results/D4_probing/maps_transformer_small_noisy_shortest_paths_s1.json,planned,
maps_transformer_small_noisy_shortest_paths_s2_D1,maps_transformer_small_noisy_shortest_paths_s2,D1,maps,transformer,small,noisy_shortest_paths,2,no,results/D1_next_token/maps_transformer_small_noisy_shortest_paths_s2.json,planned,
maps_transformer_small_noisy_shortest_paths_s2_D2,maps_transformer_small_noisy_shortest_paths_s2,D2,maps,transformer,small,noisy_shortest_paths,2,no,results/D2_state_equiv/maps_transformer_small_noisy_shortest_paths_s2.json,planned,
maps_transformer_small_noisy_shortest_paths_s2_D3,maps_transformer_small_noisy_shortest_paths_s2,D3,maps,transformer,small,noisy_shortest_paths,2,no,results/D3_inductive_bias/maps_transformer_small_noisy_shortest_paths_s2.json,planned,
maps_transformer_small_noisy_shortest_paths_s2_D4,maps_transformer_small_noisy_shortest_paths_s2,D4,maps,transformer,small,noisy_shortest_paths,2,no,results/D4_probing/maps_transformer_small_noisy_shortest_paths_s2.json,planned,
maps_transformer_small_random_walks_s0_D1,maps_transformer_small_random_walks_s0,D1,maps,transformer,small,random_walks,0,no,results/D1_next_token/maps_transformer_small_random_walks_s0.json,planned,
maps_transformer_small_random_walks_s0_D2,maps_transformer_small_random_walks_s0,D2,maps,transformer,small,random_walks,0,no,results/D2_state_equiv/maps_transformer_small_random_walks_s0.json,planned,
maps_transformer_small_random_walks_s0_D3,maps_transformer_small_random_walks_s0,D3,maps,transformer,small,random_walks,0,no,results/D3_inductive_bias/maps_transformer_small_random_walks_s0.json,planned,
maps_transformer_small_random_walks_s0_D4,maps_transformer_small_random_walks_s0,D4,maps,transformer,small,random_walks,0,no,results/D4_probing/maps_transformer_small_random_walks_s0.json,planned,
maps_transformer_small_random_walks_s1_D1,maps_transformer_small_random_walks_s1,D1,maps,transformer,small,random_walks,1,no,results/D1_next_token/maps_transformer_small_random_walks_s1.json,planned,
maps_transformer_small_random_walks_s1_D2,maps_transformer_small_random_walks_s1,D2,maps,transformer,small,random_walks,1,no,results/D2_state_equiv/maps_transformer_small_random_walks_s1.json,planned,
maps_transformer_small_random_walks_s1_D3,maps_transformer_small_random_walks_s1,D3,maps,transformer,small,random_walks,1,no,results/D3_inductive_bias/maps_transformer_small_random_walks_s1.json,planned,
maps_transformer_small_random_walks_s1_D4,maps_transformer_small_random_walks_s1,D4,maps,transformer,small,random_walks,1,no,results/D4_probing/maps_transformer_small_random_walks_s1.json,planned,
maps_transformer_small_random_walks_s2_D1,maps_transformer_small_random_walks_s2,D1,maps,transformer,small,random_walks,2,no,results/D1_next_token/maps_transformer_small_random_walks_s2.json,planned,
maps_transformer_small_random_walks_s2_D2,maps_transformer_small_random_walks_s2,D2,maps,transformer,small,random_walks,2,no,results/D2_state_equiv/maps_transformer_small_random_walks_s2.json,planned,
maps_transformer_small_random_walks_s2_D3,maps_transformer_small_random_walks_s2,D3,maps,transformer,small,random_walks,2,no,results/D3_inductive_bias/maps_transformer_small_random_walks_s2.json,planned,
maps_transformer_small_random_walks_s2_D4,maps_transformer_small_random_walks_s2,D4,maps,transformer,small,random_walks,2,no,results/D4_probing/maps_transformer_small_random_walks_s2.json,planned,
maps_transformer_medium_shortest_paths_s0_D1,maps_transformer_medium_shortest_paths_s0,D1,maps,transformer,medium,shortest_paths,0,no,results/D1_next_token/maps_transformer_medium_shortest_paths_s0.json,planned,
maps_transformer_medium_shortest_paths_s0_D2,maps_transformer_medium_shortest_paths_s0,D2,maps,transformer,medium,shortest_paths,0,no,results/D2_state_equiv/maps_transformer_medium_shortest_paths_s0.json,planned,
maps_transformer_medium_shortest_paths_s0_D3,maps_transformer_medium_shortest_paths_s0,D3,maps,transformer,medium,shortest_paths,0,no,results/D3_inductive_bias/maps_transformer_medium_shortest_paths_s0.json,planned,
maps_transformer_medium_shortest_paths_s0_D4,maps_transformer_medium_shortest_paths_s0,D4,maps,transformer,medium,shortest_paths,0,no,results/D4_probing/maps_transformer_medium_shortest_paths_s0.json,planned,
maps_transformer_medium_shortest_paths_s1_D1,maps_transformer_medium_shortest_paths_s1,D1,maps,transformer,medium,shortest_paths,1,no,results/D1_next_token/maps_transformer_medium_shortest_paths_s1.json,planned,
maps_transformer_medium_shortest_paths_s1_D2,maps_transformer_medium_shortest_paths_s1,D2,maps,transformer,medium,shortest_paths,1,no,results/D2_state_equiv/maps_transformer_medium_shortest_paths_s1.json,planned,
maps_transformer_medium_shortest_paths_s1_D3,maps_transformer_medium_shortest_paths_s1,D3,maps,transformer,medium,shortest_paths,1,no,results/D3_inductive_bias/maps_transformer_medium_shortest_paths_s1.json,planned,
maps_transformer_medium_shortest_paths_s1_D4,maps_transformer_medium_shortest_paths_s1,D4,maps,transformer,medium,shortest_paths,1,no,results/D4_probing/maps_transformer_medium_shortest_paths_s1.json,planned,
maps_transformer_medium_shortest_paths_s2_D1,maps_transformer_medium_shortest_paths_s2,D1,maps,transformer,medium,shortest_paths,2,no,results/D1_next_token/maps_transformer_medium_shortest_paths_s2.json,planned,
maps_transformer_medium_shortest_paths_s2_D2,maps_transformer_medium_shortest_paths_s2,D2,maps,transformer,medium,shortest_paths,2,no,results/D2_state_equiv/maps_transformer_medium_shortest_paths_s2.json,planned,
maps_transformer_medium_shortest_paths_s2_D3,maps_transformer_medium_shortest_paths_s2,D3,maps,transformer,medium,shortest_paths,2,no,results/D3_inductive_bias/maps_transformer_medium_shortest_paths_s2.json,planned,
maps_transformer_medium_shortest_paths_s2_D4,maps_transformer_medium_shortest_paths_s2,D4,maps,transformer,medium,shortest_paths,2,no,results/D4_probing/maps_transformer_medium_shortest_paths_s2.json,planned,
maps_transformer_medium_noisy_shortest_paths_s0_D1,maps_transformer_medium_noisy_shortest_paths_s0,D1,maps,transformer,medium,noisy_shortest_paths,0,no,results/D1_next_token/maps_transformer_medium_noisy_shortest_paths_s0.json,planned,
maps_transformer_medium_noisy_shortest_paths_s0_D2,maps_transformer_medium_noisy_shortest_paths_s0,D2,maps,transformer,medium,noisy_shortest_paths,0,no,results/D2_state_equiv/maps_transformer_medium_noisy_shortest_paths_s0.json,planned,
maps_transformer_medium_noisy_shortest_paths_s0_D3,maps_transformer_medium_noisy_shortest_paths_s0,D3,maps,transformer,medium,noisy_shortest_paths,0,no,results/D3_inductive_bias/maps_transformer_medium_noisy_shortest_paths_s0.json,planned,
maps_transformer_medium_noisy_shortest_paths_s0_D4,maps_transformer_medium_noisy_shortest_paths_s0,D4,maps,transformer,medium,noisy_shortest_paths,0,no,results/D4_probing/maps_transformer_medium_noisy_shortest_paths_s0.json,planned,
maps_transformer_medium_noisy_shortest_paths_s1_D1,maps_transformer_medium_noisy_shortest_paths_s1,D1,maps,transformer,medium,noisy_shortest_paths,1,no,results/D1_next_token/maps_transformer_medium_noisy_shortest_paths_s1.json,planned,
maps_transformer_medium_noisy_shortest_paths_s1_D2,maps_transformer_medium_noisy_shortest_paths_s1,D2,maps,transformer,medium,noisy_shortest_paths,1,no,results/D2_state_equiv/maps_transformer_medium_noisy_shortest_paths_s1.json,planned,
maps_transformer_medium_noisy_shortest_paths_s1_D3,maps_transformer_medium_noisy_shortest_paths_s1,D3,maps,transformer,medium,noisy_shortest_paths,1,no,results/D3_inductive_bias/maps_transformer_medium_noisy_shortest_paths_s1.json,planned,
maps_transformer_medium_noisy_shortest_paths_s1_D4,maps_transformer_medium_noisy_shortest_paths_s1,D4,maps,transformer,medium,noisy_shortest_paths,1,no,results/D4_probing/maps_transformer_medium_noisy_shortest_paths_s1.json,planned,
maps_transformer_medium_noisy_shortest_paths_s2_D1,maps_transformer_medium_noisy_shortest_paths_s2,D1,maps,transformer,medium,noisy_shortest_paths,2,no,results/D1_next_token/maps_transformer_medium_noisy_shortest_paths_s2.json,planned,
maps_transformer_medium_noisy_shortest_paths_s2_D2,maps_transformer_medium_noisy_shortest_paths_s2,D2,maps,transformer,medium,noisy_shortest_paths,2,no,results/D2_state_equiv/maps_transformer_medium_noisy_shortest_paths_s2.json,planned,
maps_transformer_medium_noisy_shortest_paths_s2_D3,maps_transformer_medium_noisy_shortest_paths_s2,D3,maps,transformer,medium,noisy_shortest_paths,2,no,results/D3_inductive_bias/maps_transformer_medium_noisy_shortest_paths_s2.json,planned,
maps_transformer_medium_noisy_shortest_paths_s2_D4,maps_transformer_medium_noisy_shortest_paths_s2,D4,maps,transformer,medium,noisy_shortest_paths,2,no,results/D4_probing/maps_transformer_medium_noisy_shortest_paths_s2.json,planned,
maps_transformer_medium_random_walks_s0_D1,maps_transformer_medium_random_walks_s0,D1,maps,transformer,medium,random_walks,0,no,results/D1_next_token/maps_transformer_medium_random_walks_s0.json,planned,
maps_transformer_medium_random_walks_s0_D2,maps_transformer_medium_random_walks_s0,D2,maps,transformer,medium,random_walks,0,no,results/D2_state_equiv/maps_transformer_medium_random_walks_s0.json,planned,
maps_transformer_medium_random_walks_s0_D3,maps_transformer_medium_random_walks_s0,D3,maps,transformer,medium,random_walks,0,no,results/D3_inductive_bias/maps_transformer_medium_random_walks_s0.json,planned,
maps_transformer_medium_random_walks_s0_D4,maps_transformer_medium_random_walks_s0,D4,maps,transformer,medium,random_walks,0,no,results/D4_probing/maps_transformer_medium_random_walks_s0.json,planned,
maps_transformer_medium_random_walks_s1_D1,maps_transformer_medium_random_walks_s1,D1,maps,transformer,medium,random_walks,1,no,results/D1_next_token/maps_transformer_medium_random_walks_s1.json,planned,
maps_transformer_medium_random_walks_s1_D2,maps_transformer_medium_random_walks_s1,D2,maps,transformer,medium,random_walks,1,no,results/D2_state_equiv/maps_transformer_medium_random_walks_s1.json,planned,
maps_transformer_medium_random_walks_s1_D3,maps_transformer_medium_random_walks_s1,D3,maps,transformer,medium,random_walks,1,no,results/D3_inductive_bias/maps_transformer_medium_random_walks_s1.json,planned,
maps_transformer_medium_random_walks_s1_D4,maps_transformer_medium_random_walks_s1,D4,maps,transformer,medium,random_walks,1,no,results/D4_probing/maps_transformer_medium_random_walks_s1.json,planned,
maps_transformer_medium_random_walks_s2_D1,maps_transformer_medium_random_walks_s2,D1,maps,transformer,medium,random_walks,2,no,results/D1_next_token/maps_transformer_medium_random_walks_s2.json,planned,
maps_transformer_medium_random_walks_s2_D2,maps_transformer_medium_random_walks_s2,D2,maps,transformer,medium,random_walks,2,no,results/D2_state_equiv/maps_transformer_medium_random_walks_s2.json,planned,
maps_transformer_medium_random_walks_s2_D3,maps_transformer_medium_random_walks_s2,D3,maps,transformer,medium,random_walks,2,no,results/D3_inductive_bias/maps_transformer_medium_random_walks_s2.json,planned,
maps_transformer_medium_random_walks_s2_D4,maps_transformer_medium_random_walks_s2,D4,maps,transformer,medium,random_walks,2,no,results/D4_probing/maps_transformer_medium_random_walks_s2.json,planned,
maps_transformer_large_shortest_paths_s0_D1,maps_transformer_large_shortest_paths_s0,D1,maps,transformer,large,shortest_paths,0,no,results/D1_next_token/maps_transformer_large_shortest_paths_s0.json,planned,
maps_transformer_large_shortest_paths_s0_D2,maps_transformer_large_shortest_paths_s0,D2,maps,transformer,large,shortest_paths,0,no,results/D2_state_equiv/maps_transformer_large_shortest_paths_s0.json,planned,
maps_transformer_large_shortest_paths_s0_D3,maps_transformer_large_shortest_paths_s0,D3,maps,transformer,large,shortest_paths,0,no,results/D3_inductive_bias/maps_transformer_large_shortest_paths_s0.json,planned,
maps_transformer_large_shortest_paths_s0_D4,maps_transformer_large_shortest_paths_s0,D4,maps,transformer,large,shortest_paths,0,no,results/D4_probing/maps_transformer_large_shortest_paths_s0.json,planned,
maps_transformer_large_shortest_paths_s1_D1,maps_transformer_large_shortest_paths_s1,D1,maps,transformer,large,shortest_paths,1,no,results/D1_next_token/maps_transformer_large_shortest_paths_s1.json,planned,
maps_transformer_large_shortest_paths_s1_D2,maps_transformer_large_shortest_paths_s1,D2,maps,transformer,large,shortest_paths,1,no,results/D2_state_equiv/maps_transformer_large_shortest_paths_s1.json,planned,
maps_transformer_large_shortest_paths_s1_D3,maps_transformer_large_shortest_paths_s1,D3,maps,transformer,large,shortest_paths,1,no,results/D3_inductive_bias/maps_transformer_large_shortest_paths_s1.json,planned,
maps_transformer_large_shortest_paths_s1_D4,maps_transformer_large_shortest_paths_s1,D4,maps,transformer,large,shortest_paths,1,no,results/D4_probing/maps_transformer_large_shortest_paths_s1.json,planned,
maps_transformer_large_shortest_paths_s2_D1,maps_transformer_large_shortest_paths_s2,D1,maps,transformer,large,shortest_paths,2,no,results/D1_next_token/maps_transformer_large_shortest_paths_s2.json,planned,
maps_transformer_large_shortest_paths_s2_D2,maps_transformer_large_shortest_paths_s2,D2,maps,transformer,large,shortest_paths,2,no,results/D2_state_equiv/maps_transformer_large_shortest_paths_s2.json,planned,
